TYPE,TRACE,A

DATE & TIME,04Nov2023 07:30PM MST
218,-58.166
219,-58.146
220,-58.212
221,-58.279
222,-58.162
223,-58.429
224,-58.274
225,-58.386
226,-58.531
227,-58.591
228,-58.532
229,-58.661
230,-58.760
231,-58.623
232,-58.600
233,-58.604
234,-58.617
235,-58.314
236,-58.705
237,-58.354
238,-58.811
239,-58.513
240,-58.489
241,-58.590
242,-58.221
243,-58.782
244,-58.268
245,-58.716
246,-58.174
247,-58.234
248,-58.551
249,-58.139
250,-58.582
251,-58.047
252,-58.103
253,-58.485
254,-57.956
255,-58.381
256,-58.208
257,-57.879
258,-58.199
259,-57.507
260,-57.785
261,-57.928
262,-57.413
263,-57.711
264,-57.846
265,-57.349
266,-58.011
267,-57.703
268,-57.311
269,-57.792
270,-57.549
271,-57.191
272,-57.962
273,-57.670
274,-57.400
275,-57.912
276,-57.425
277,-57.602
278,-57.846
279,-57.546
280,-57.989
281,-57.665
282,-57.374
283,-57.723
284,-57.403
285,-57.927
286,-57.176
287,-57.850
288,-57.346
289,-57.414
290,-57.526
291,-57.249
292,-57.763
293,-57.097
294,-57.737
295,-57.405
296,-57.473
297,-57.428
298,-57.276
299,-57.704
300,-57.022
301,-57.470
302,-56.949
303,-57.497
304,-56.958
305,-57.171
306,-56.930
307,-56.656
308,-56.817
309,-56.439
310,-56.780
311,-56.138
312,-56.725
313,-56.230
314,-56.368
315,-56.201
316,-56.016
317,-56.439
318,-56.080
319,-56.043
320,-56.215
321,-55.677
322,-56.168
323,-56.008
324,-55.639
325,-56.053
326,-55.506
327,-55.621
328,-56.055
329,-55.626
330,-55.456
331,-55.718
332,-55.286
333,-55.460
334,-55.224
335,-55.024
336,-55.494
337,-55.367
338,-54.641
339,-55.362
340,-54.715
341,-55.085
342,-55.155
343,-54.584
344,-55.429
345,-54.425
346,-54.853
347,-54.937
348,-54.241
349,-55.265
350,-54.252
351,-54.831
352,-54.400
353,-54.748
354,-54.004
355,-54.285
356,-53.950
357,-53.832
358,-53.826
359,-53.524
360,-54.010
361,-53.748
362,-53.801
363,-53.682
364,-53.544
365,-53.772
366,-53.286
367,-53.260
368,-53.177
369,-53.718
370,-52.998
371,-53.537
372,-53.008
373,-52.872
374,-53.205
375,-52.740
376,-53.378
377,-52.551
378,-53.518
379,-52.726
380,-53.250
381,-52.513
382,-52.908
383,-52.625
384,-52.273
385,-52.890
386,-52.223
387,-52.677
388,-52.709
389,-52.087
390,-53.057
391,-52.663
392,-52.297
393,-53.063
394,-52.106
395,-52.297
396,-52.629
397,-52.092
398,-52.466
399,-52.718
400,-51.990
401,-52.398
402,-52.614
403,-51.831
404,-52.299
405,-52.468
406,-51.757
407,-51.932
408,-52.391
409,-51.578
410,-52.171
411,-52.440
412,-51.669
413,-52.197
414,-51.768
415,-51.450
416,-51.931
417,-51.417
418,-51.673
419,-52.043
420,-51.128
421,-51.937
422,-51.123
423,-51.949
424,-51.803
425,-51.306
426,-51.798
427,-51.138
428,-51.813
429,-51.046
430,-51.605
431,-51.137
432,-51.174
433,-51.420
434,-51.295
435,-51.460
436,-51.167
437,-51.968
438,-50.873
439,-51.563
440,-51.519
441,-51.231
442,-51.482
443,-51.374
444,-51.817
445,-50.914
446,-52.064
447,-50.934
448,-51.505
449,-51.158
450,-51.149
451,-52.014
452,-51.094
453,-51.897
454,-50.860
455,-50.914
456,-51.341
457,-50.411
458,-51.148
459,-50.620
460,-50.479
461,-51.012
462,-50.428
463,-50.379
464,-50.945
465,-50.314
466,-50.188
467,-51.107
468,-50.797
469,-50.478
470,-51.451
471,-51.203
472,-50.644
473,-51.790
474,-51.103
475,-51.286
476,-51.803
477,-51.314
478,-51.809
479,-51.731
480,-51.293
481,-51.562
482,-51.174
483,-51.443
484,-51.713
485,-51.273
486,-51.887
487,-51.310
488,-51.788
489,-51.514
490,-51.503
491,-51.671
492,-51.297
493,-52.036
494,-51.324
495,-52.044
496,-51.307
497,-51.849
498,-51.526
499,-51.913
500,-51.599
501,-51.857
502,-51.472
503,-51.995
504,-51.601
505,-51.926
506,-51.416
507,-51.716
508,-51.450
509,-51.817
510,-51.215
511,-52.050
512,-51.354
513,-52.189
514,-51.815
515,-51.850
516,-51.736
517,-51.966
518,-51.973
519,-51.565
520,-52.324
521,-51.605
522,-51.804
523,-52.100
524,-51.514
525,-51.970
526,-52.170
527,-51.609
528,-52.002
529,-51.756
530,-51.248
531,-51.986
532,-51.432
533,-51.217
534,-51.846
535,-50.799
536,-51.109
537,-51.550
538,-50.735
539,-51.239
540,-51.501
541,-51.011
542,-51.400
543,-52.008
544,-50.943
545,-51.490
546,-52.061
547,-50.937
548,-51.623
549,-51.770
550,-50.983
551,-52.051
552,-51.994
553,-51.343
554,-52.253
555,-51.452
556,-51.806
557,-52.326
558,-51.500
559,-52.688
560,-51.607
561,-52.220
562,-51.954
563,-52.059
564,-52.642
565,-51.774
566,-52.744
567,-51.865
568,-52.343
569,-52.262
570,-52.050
571,-52.704
572,-52.008
573,-52.992
574,-52.237
575,-52.498
576,-52.731
577,-52.389
578,-52.776
579,-52.157
580,-52.915
581,-52.140
582,-52.886
583,-52.359
584,-52.890
585,-52.963
586,-52.169
587,-52.678
588,-52.485
589,-53.201
590,-53.092
591,-52.500
592,-53.248
593,-52.784
594,-52.541
595,-53.425
596,-52.647
597,-53.154
598,-53.642
599,-52.639
600,-53.445
601,-53.456
602,-52.724
603,-53.100
604,-53.361
605,-53.102
606,-53.466
607,-53.785
608,-53.017
609,-53.467
610,-53.896
611,-52.891
612,-53.385
613,-53.585
614,-52.978
615,-54.144
616,-53.663
617,-53.244
618,-54.439
619,-53.138
620,-54.242
621,-53.521
622,-53.865
623,-54.339
624,-53.717
625,-54.248
626,-53.619
627,-54.500
628,-54.010
629,-54.354
630,-54.213
631,-54.498
632,-54.650
633,-54.372
634,-54.882
635,-54.433
636,-54.962
637,-54.644
638,-55.424
639,-54.763
640,-55.387
641,-54.879
642,-55.279
643,-54.578
644,-55.900
645,-54.881
646,-55.938
647,-55.046
648,-55.860
649,-55.118
650,-56.147
651,-55.155
652,-55.945
653,-55.417
654,-55.572
655,-55.858
656,-55.386
657,-56.091
658,-55.816
659,-55.505
660,-56.308
661,-55.746
662,-56.012
663,-56.445
664,-56.123
665,-56.476
666,-56.432
667,-56.269
668,-56.572
669,-56.641
670,-56.448
671,-56.795
672,-56.981
673,-56.595
674,-57.101
675,-57.055
676,-56.815
677,-57.261
678,-57.293
679,-56.647
680,-57.338
681,-57.085
682,-56.711
683,-57.382
684,-57.236
685,-56.993
686,-57.554
687,-57.573
688,-57.188
689,-57.836
690,-57.726
691,-57.290
692,-58.140
693,-57.341
694,-58.052
695,-58.095
696,-57.670
697,-58.132
698,-57.393
699,-58.364
700,-57.661
701,-58.029
702,-57.678
703,-57.584
704,-58.164
705,-57.012
706,-58.451
707,-57.618
708,-57.833
709,-58.197
710,-57.627
711,-58.660
712,-57.331
713,-58.747
714,-57.910
715,-58.237
716,-58.176
717,-57.892
718,-58.586
719,-57.806
720,-58.647
721,-57.724
722,-58.479
723,-57.924
724,-58.377
725,-58.434
726,-57.805
727,-58.714
728,-57.801
729,-58.107
730,-58.882
731,-57.979
732,-58.805
733,-58.350
734,-57.994
735,-58.606
736,-58.563
737,-58.099
738,-58.693
739,-58.794
740,-58.589
741,-58.933
742,-58.756
743,-58.552
744,-59.119
745,-59.316
746,-58.846
747,-58.884
748,-59.278
749,-58.699
750,-59.265
751,-59.169
752,-58.418
753,-59.219
754,-58.857
755,-58.915
756,-59.464
757,-58.861
758,-59.574
759,-59.013
760,-58.932
761,-59.353
762,-58.881
763,-59.506
764,-59.022
765,-59.306
766,-59.497
767,-59.203
768,-59.387
769,-59.176
770,-59.687
771,-59.159
772,-59.905
773,-59.100
774,-59.831
775,-59.334
776,-59.944
777,-59.296
778,-59.822
779,-59.538
780,-60.053
781,-59.500
782,-60.284
783,-59.608
784,-60.207
785,-59.845
786,-60.265
787,-59.941
788,-60.217
789,-60.902
790,-59.983
791,-60.942
792,-60.204
793,-60.714
794,-60.817
795,-60.526
796,-61.353
797,-60.444
798,-60.975
799,-60.984
800,-60.321
801,-61.176
802,-61.271
803,-60.536
804,-61.759
805,-61.440
806,-60.983
807,-61.778
808,-61.340
809,-60.862
810,-62.152
811,-61.424
812,-61.240
813,-61.817
814,-61.478
815,-61.454
816,-62.272
817,-61.954
818,-61.984
819,-62.558
820,-62.255
821,-61.951
822,-62.364
823,-61.910
824,-61.500
825,-62.376
826,-62.000
827,-62.011
828,-62.687
829,-62.426
830,-62.486
831,-62.574
832,-62.066
833,-62.973
834,-62.559
835,-62.734
836,-63.255
837,-63.374
838,-63.776
839,-62.672
840,-63.907
841,-63.751
842,-63.825
843,-63.825
844,-63.357
845,-63.808
846,-63.437
847,-64.017
848,-64.159
849,-63.825
850,-64.538
851,-64.502
852,-64.539
853,-64.120
854,-65.164
855,-65.023
856,-64.405
857,-65.130
858,-64.201
859,-64.714
860,-64.412
861,-65.359
862,-65.294
863,-64.568
864,-66.069
865,-65.391
866,-65.501
867,-65.259
868,-64.793
869,-65.769
870,-65.540
871,-65.010
872,-66.004
873,-65.476
874,-64.981
875,-65.415
876,-65.212
877,-65.482
878,-65.700
879,-65.534
880,-64.715
881,-65.691
882,-65.754
883,-65.147
884,-65.403
885,-66.077
886,-65.318
887,-65.009
888,-64.894
889,-64.923
890,-66.098
891,-66.201
892,-65.832
893,-65.540
894,-64.760
895,-65.772
896,-65.173
897,-65.401
898,-65.372
899,-64.542
900,-65.115
901,-64.673
902,-65.269
903,-64.779
904,-64.569
905,-64.555
906,-63.958
907,-65.403
908,-64.292
909,-65.005
910,-64.237
911,-65.008
912,-64.596
913,-64.634
914,-64.468
915,-65.135
916,-64.448
917,-64.331
918,-63.701
919,-63.895
920,-63.630
921,-64.530
922,-63.742
923,-63.750
924,-63.534
925,-63.634
926,-64.073
927,-63.230
928,-63.398
929,-62.828
930,-63.382
931,-63.182
932,-63.048
933,-63.368
934,-63.154
935,-62.902
936,-63.126
937,-62.845
938,-62.879
939,-63.377
940,-63.123
941,-62.827
942,-63.154
943,-62.685
944,-62.906
945,-63.097
946,-62.441
947,-63.065
948,-63.087
949,-62.661
950,-62.763
951,-63.206
952,-62.715
953,-62.861
954,-63.086
955,-62.452
956,-62.674
957,-62.906
958,-62.681
959,-62.781
960,-63.032
961,-62.803
962,-62.669
963,-63.012
964,-62.651
965,-62.725
966,-62.725
967,-62.661
968,-62.960
969,-62.329
970,-62.752
971,-62.697
972,-62.308
973,-62.749
974,-62.223
975,-62.434
976,-62.425
977,-62.312
978,-62.568
979,-61.931
980,-62.123
981,-61.991
982,-62.145
983,-61.734
984,-61.818
985,-62.267
986,-61.840
987,-62.149
988,-61.629
989,-62.202
990,-61.911
991,-61.740
992,-61.621
993,-61.536
994,-61.996
995,-61.487
996,-61.941
997,-61.522
998,-61.500
999,-61.672
1000,-61.451
1001,-61.726


STATE,0.vs,ZZZZZ000000097CW00lWW0mbyy7oOdm05(udn8c)8crGssZ(PBzQ7Q,Z6xhKXA9He6DCk1SfkHLELTm3V0IHt8N1AGHAG5UzR(RPAMfAKfeBQ,Z0VSYvS7IcZTq3881EeXIOZMrkZdfdVdG4zbs200
STATE,1.vs,ZZZZZ000001555CW00lq1Dy4zi7Ra6CGc)0an8coi2QWoStwoZUmFU,ZeZBVLh)d9Qz8t7Fd2n9E20QmJ4bYHi)Dj)bkrvVjp)ZdzeFTYVv3y,ZHzSdn8c(mtsoMkUMVOtIO2mPe4PizxftJO1cYLKZVmZzMW1TuivFj,Z3khvFbq3VSmH0ZBcqhRlq1ymNBVfxKQLwc4T0X(MK(t(xRyohjePl,ZYALWupoYXCGmDVTjl)gVAdJDShVye6JaSZuYT4uHtxm6QrMBwGnv1,ZonrH4kW2LkzpUpJVxNH3x)w7yRLMm3luqsS3KhG5lSoDpis5svFBT,ZpvKomyR2cGvd8aC(5JA2jldcINd1FfHDhfziVVEbPt4j8m9GDwIo(,ZVZGW657BrZW2817)Q4qI2Jn56anvKjcm52eBEd0)J1Eo6J5pwiWNz,ZIJYT1dOulO523v)7ua8(wQoBFZPRsSvKxwObYBVLsmIq5wbX10cW),ZIE0VDYTeQKjvgY)9ceDmOZ3ijQ4F4AVrFsDNLYZ96mTlppl1Zk6bx,ZhS3(zZ8SQEvG1d2QgqV34sGHyKLTDOh1CboSbyfy8j0B6PvsZunPU,Z0jc4EKCJI6bzj343VCBeT9Y1xOIoPhz5E70d88vB8IDsQN(aSat5y,ZXSwNs80QrVzCSz)l0U2)ed(hnymOOL0S2cxFiBxpKGiUXwX1Rvqwq,Zvco9hewrHogP67N0wjKR8IEcKB8VfgmXp(U)z9uW3zCJyqsj6UBS6,Z)jx8jpUPNOgfKW82ppc(8LXPRL1G7I3YJmVUd77cInL6L0cJOQccw,ZyDSVMzG8LiG9G2lBSLmg0)TfCSsX(PSPCERPTJstrB8LSJA05yIiY,ZvMV8Uh0zsbzXMx540k5Q9jl5UQ7w4Ws3hPTOvkt)N2Xxs4jR6yXQb,Z61VsDXQnO7kESRw9be59qQl41GzwXsdn(IezGsrrY76lM2U3S)Kq(,Z3i(GLbauf502bw2dy4USqrniQncQlWxBaEoLvcPtVn(5nZ1PfCpXO,ZAKtZh8YxYn3ZTvUksk0G5s7YYDJ96PJengr1ZNuF)wsh4HAxX5eYD,ZRjPlhiiO7WqtkBJEVAFgpEc(Sk)Tj8XuhG3(0xCoYLJbk03T2poOH,Z1jMSJtagWwOB0HhOkJ5fpuumHY5pRHl2eKl7AEb532t5pmrlkrxIe,ZikCT)rE3j682pcVojRR2(Wl2Ia(UtVHJEe76i73wHy0wfX1JU74TJ,Zi1VnuaC1g6VhQvP3G9D7zWEGvcwuygyQeH2)ztDisZcB60zKbT89N,Zq(3J)XUAvGWcH1vuDftlxKMyOHPoaGbcgT8F78EQ0FdhkksD(sfxD,ZUAa2XaoLaZYrlyl)gxVeY02eGUR48z2AhUby2x9xSYmFfesE0eu)7,Z2MBUFe0pJF70BqYJyTa(Wfrn0HEBNnXfoWOi5VUx4P(5KyGpZPINZ,ZVf14mRjFI8uJR0X01A5HNTJGKT8ITKCUSrqH6neo471q6hUuTuHRf,ZIWdjB29D6gNmmbbGCUPSvKwohCaiDTeTpXGEy4ifcafEW9mC8aU8X,ZQLxOdxG0p1axJNGshxwoS0UF0sFxYa0FqqvDkSaRCvM(iTAuDbQRL,Zx5a5iaKH88CFLUlmU2IRv)7qBc(xhUgn55CTRg1vIJH6AbMMRoPqN,Z2SxH8aWYfTsl5lhcUQfXrcLPqrelralkUuhk0zMe1asWEUQ74nliO,ZGSfTBc6xIBZKbbueYusfSF(jS5rZtcRId8R(q4e0AQ32jiLzBnhbc,Z8(p5RV5PXwtGPfYJ(Qb1dbt((UYi4DybWRpSqBW(n7vdiEXv6)DAt,ZY)YFdaZfloV3dX8K)r5fCyvuOPVe9CdwlpWOxOACo(Jy65s)b)hZe,ZRb97vuCwZVGw3G)PJL1CunqN(wSRiBznIr6C)XR3plLabsJc0g0zQ,ZT1OGVPVb89LC1zDBnKc)Envz4WGIq064r6yrfq6hnpDGb7sZ)0zc7,Z)cuyxtt7C6ubadX4lQyEf4Cwz2OvWMBIJY7sOpRLDGCFoAnQPLnCQ,ZQMgbw85xw(duZ7wDV4pwiOJFyC2gIE4AURCpvi7IRD6LVIhFFqVWS,ZJAClYEtio2U8nvzfRqW100

