TYPE,TRACE,A

DATE & TIME,04Nov2023 07:04PM MST
218,-50.221
219,-50.274
220,-50.326
221,-50.415
222,-50.459
223,-50.571
224,-50.636
225,-50.670
226,-50.746
227,-50.769
228,-50.911
229,-50.879
230,-51.017
231,-50.940
232,-51.066
233,-51.015
234,-51.188
235,-51.164
236,-51.190
237,-51.163
238,-51.196
239,-51.206
240,-51.215
241,-51.250
242,-51.163
243,-51.252
244,-51.145
245,-51.190
246,-51.112
247,-51.100
248,-51.082
249,-51.023
250,-50.952
251,-50.885
252,-50.813
253,-50.777
254,-50.731
255,-50.633
256,-50.566
257,-50.510
258,-50.474
259,-50.385
260,-50.329
261,-50.256
262,-50.220
263,-50.213
264,-50.188
265,-50.096
266,-50.127
267,-50.133
268,-50.084
269,-50.112
270,-50.146
271,-50.123
272,-50.162
273,-50.168
274,-50.186
275,-50.237
276,-50.260
277,-50.294
278,-50.433
279,-50.313
280,-50.508
281,-50.447
282,-50.484
283,-50.626
284,-50.590
285,-50.795
286,-50.659
287,-50.812
288,-50.946
289,-50.836
290,-50.975
291,-50.805
292,-51.072
293,-50.869
294,-51.005
295,-50.973
296,-50.968
297,-50.923
298,-50.610
299,-50.866
300,-50.449
301,-50.594
302,-50.326
303,-50.420
304,-50.124
305,-50.127
306,-50.038
307,-49.857
308,-49.852
309,-49.643
310,-49.746
311,-49.285
312,-49.649
313,-49.121
314,-49.382
315,-49.152
316,-48.940
317,-49.275
318,-48.734
319,-49.055
320,-48.811
321,-48.625
322,-48.919
323,-48.519
324,-48.350
325,-48.596
326,-48.138
327,-48.147
328,-48.349
329,-47.866
330,-47.979
331,-47.943
332,-47.451
333,-47.531
334,-47.663
335,-47.216
336,-47.505
337,-47.388
338,-46.924
339,-47.377
340,-46.914
341,-47.055
342,-47.172
343,-46.757
344,-47.234
345,-46.650
346,-46.719
347,-46.812
348,-46.356
349,-46.627
350,-46.114
351,-46.139
352,-45.864
353,-45.931
354,-45.754
355,-45.702
356,-45.566
357,-45.544
358,-45.465
359,-45.510
360,-45.332
361,-45.427
362,-45.189
363,-45.432
364,-45.431
365,-45.444
366,-45.028
367,-45.503
368,-45.476
369,-44.985
370,-45.430
371,-44.952
372,-45.096
373,-44.765
374,-45.023
375,-44.758
376,-44.731
377,-44.349
378,-44.614
379,-44.276
380,-44.348
381,-44.223
382,-43.996
383,-44.245
384,-43.678
385,-44.025
386,-43.760
387,-43.463
388,-43.649
389,-43.235
390,-43.486
391,-43.630
392,-43.365
393,-43.437
394,-43.672
395,-43.318
396,-43.707
397,-43.448
398,-43.435
399,-43.668
400,-43.396
401,-43.384
402,-43.549
403,-42.992
404,-43.194
405,-43.407
406,-42.680
407,-43.004
408,-43.288
409,-42.497
410,-42.798
411,-42.925
412,-42.383
413,-43.195
414,-42.685
415,-42.113
416,-43.211
417,-42.397
418,-42.526
419,-42.856
420,-42.051
421,-42.862
422,-42.044
423,-42.402
424,-41.901
425,-41.949
426,-42.004
427,-41.360
428,-41.933
429,-41.121
430,-41.600
431,-41.037
432,-41.113
433,-41.019
434,-40.966
435,-41.303
436,-40.684
437,-41.327
438,-40.634
439,-41.414
440,-40.635
441,-41.125
442,-40.882
443,-40.678
444,-41.142
445,-40.379
446,-40.446
447,-39.702
448,-39.787
449,-38.938
450,-38.311
451,-37.998
452,-36.407
453,-36.331
454,-35.591
455,-35.167
456,-34.859
457,-33.724
458,-34.024
459,-33.555
460,-32.949
461,-33.556
462,-32.999
463,-32.929
464,-33.018
465,-32.808
466,-32.779
467,-32.834
468,-32.625
469,-32.504
470,-32.438
471,-32.440
472,-32.236
473,-32.331
474,-32.294
475,-32.120
476,-32.460
477,-32.385
478,-32.021
479,-32.279
480,-32.012
481,-32.278
482,-32.283
483,-32.096
484,-32.200
485,-31.943
486,-32.228
487,-32.297
488,-31.972
489,-32.332
490,-32.108
491,-32.191
492,-31.977
493,-32.263
494,-31.769
495,-32.171
496,-31.843
497,-32.353
498,-31.649
499,-32.340
500,-31.153
501,-32.065
502,-30.781
503,-31.816
504,-30.776
505,-31.859
506,-30.882
507,-31.736
508,-31.048
509,-31.694
510,-30.863
511,-32.349
512,-31.207
513,-32.359
514,-31.723
515,-32.125
516,-32.153
517,-32.304
518,-32.999
519,-32.143
520,-33.059
521,-32.404
522,-32.311
523,-32.737
524,-32.115
525,-32.352
526,-32.407
527,-31.783
528,-31.932
529,-31.516
530,-31.152
531,-31.436
532,-30.673
533,-31.018
534,-30.954
535,-30.258
536,-30.841
537,-30.828
538,-30.180
539,-30.621
540,-30.733
541,-30.204
542,-30.738
543,-30.802
544,-30.402
545,-30.442
546,-30.772
547,-30.409
548,-30.896
549,-31.262
550,-31.235
551,-31.599
552,-32.148
553,-32.132
554,-33.253
555,-33.602
556,-33.951
557,-35.321
558,-35.602
559,-36.854
560,-36.873
561,-37.532
562,-38.371
563,-38.660
564,-39.221
565,-39.220
566,-39.552
567,-39.787
568,-39.484
569,-40.033
570,-39.789
571,-40.252
572,-39.724
573,-39.889
574,-39.510
575,-39.560
576,-40.028
577,-39.136
578,-39.720
579,-39.062
580,-39.698
581,-39.033
582,-39.736
583,-39.707
584,-39.275
585,-39.618
586,-39.209
587,-40.115
588,-39.115
589,-40.193
590,-39.900
591,-39.612
592,-40.569
593,-39.852
594,-40.241
595,-40.791
596,-40.037
597,-40.592
598,-41.172
599,-40.391
600,-40.965
601,-41.131
602,-40.634
603,-41.251
604,-41.479
605,-40.970
606,-41.374
607,-41.806
608,-41.190
609,-41.795
610,-42.102
611,-41.389
612,-42.023
613,-41.977
614,-41.518
615,-42.409
616,-41.999
617,-41.963
618,-42.169
619,-41.256
620,-41.870
621,-41.563
622,-41.523
623,-41.690
624,-40.969
625,-41.511
626,-40.975
627,-41.467
628,-40.964
629,-41.730
630,-41.470
631,-41.147
632,-41.873
633,-41.405
634,-41.970
635,-41.582
636,-42.529
637,-42.146
638,-42.813
639,-42.560
640,-43.037
641,-42.916
642,-43.495
643,-43.260
644,-43.677
645,-43.474
646,-44.131
647,-43.829
648,-44.116
649,-43.856
650,-44.169
651,-44.172
652,-44.458
653,-44.842
654,-44.517
655,-44.980
656,-44.717
657,-45.043
658,-45.568
659,-45.408
660,-45.823
661,-45.737
662,-45.747
663,-46.224
664,-46.239
665,-46.431
666,-46.733
667,-46.632
668,-46.835
669,-47.276
670,-47.002
671,-47.455
672,-47.593
673,-47.103
674,-47.603
675,-47.781
676,-47.367
677,-48.151
678,-48.181
679,-47.692
680,-48.503
681,-48.561
682,-48.122
683,-48.658
684,-48.908
685,-48.645
686,-49.361
687,-49.570
688,-49.280
689,-49.906
690,-49.884
691,-49.754
692,-50.273
693,-49.920
694,-50.203
695,-50.359
696,-50.241
697,-50.752
698,-50.489
699,-50.657
700,-50.588
701,-50.776
702,-50.794
703,-50.733
704,-51.198
705,-50.905
706,-51.266
707,-51.102
708,-51.205
709,-51.538
710,-51.254
711,-51.640
712,-51.384
713,-51.707
714,-51.730
715,-51.725
716,-51.814
717,-51.825
718,-52.051
719,-51.968
720,-52.163
721,-52.035
722,-52.278
723,-52.248
724,-52.256
725,-52.572
726,-52.380
727,-52.719
728,-52.731
729,-52.704
730,-53.043
731,-53.011
732,-53.167
733,-53.399
734,-53.384
735,-53.578
736,-53.869
737,-53.823
738,-53.905
739,-54.105
740,-54.114
741,-54.205
742,-54.311
743,-54.345
744,-54.496
745,-54.655
746,-54.640
747,-54.669
748,-54.936
749,-54.884
750,-54.853
751,-55.038
752,-54.970
753,-55.153
754,-55.237
755,-55.220
756,-55.349
757,-55.238
758,-55.280
759,-55.328
760,-55.335
761,-55.543
762,-55.405
763,-55.487
764,-55.512
765,-55.430
766,-55.584
767,-55.308
768,-55.605
769,-55.338
770,-55.469
771,-55.286
772,-55.562
773,-55.293
774,-55.558
775,-55.337
776,-55.613
777,-55.406
778,-55.690
779,-55.546
780,-55.827
781,-55.572
782,-55.784
783,-55.693
784,-55.994
785,-55.908
786,-56.093
787,-56.231
788,-56.098
789,-56.288
790,-56.254
791,-56.360
792,-56.422
793,-56.454
794,-56.587
795,-56.532
796,-56.584
797,-56.627
798,-56.606
799,-56.562
800,-56.614
801,-56.697
802,-56.637
803,-56.582
804,-56.802
805,-56.603
806,-56.643
807,-56.737
808,-56.722
809,-56.681
810,-56.813
811,-56.704
812,-56.607
813,-56.668
814,-56.507
815,-56.400
816,-56.421
817,-56.219
818,-56.061
819,-56.152
820,-56.045
821,-55.910
822,-55.850
823,-55.900
824,-55.590
825,-55.693
826,-55.576
827,-55.463
828,-55.502
829,-55.448
830,-55.341
831,-55.348
832,-55.252
833,-55.229
834,-55.312
835,-55.256
836,-55.269
837,-55.137
838,-55.243
839,-55.108
840,-55.133
841,-55.100
842,-54.973
843,-55.053
844,-54.925
845,-55.055
846,-54.892
847,-54.919
848,-54.987
849,-54.897
850,-55.027
851,-54.796
852,-55.071
853,-54.875
854,-54.884
855,-54.826
856,-54.847
857,-54.879
858,-54.615
859,-54.892
860,-54.537
861,-54.724
862,-54.644
863,-54.449
864,-54.553
865,-54.280
866,-54.287
867,-54.230
868,-54.054
869,-54.067
870,-53.881
871,-53.759
872,-53.912
873,-53.652
874,-53.665
875,-53.674
876,-53.462
877,-53.411
878,-53.538
879,-53.336
880,-53.233
881,-53.335
882,-53.211
883,-53.117
884,-53.132
885,-53.022
886,-53.054
887,-53.001
888,-52.924
889,-52.911
890,-52.890
891,-52.799
892,-52.881
893,-52.806
894,-52.682
895,-52.906
896,-52.722
897,-52.902
898,-52.861
899,-52.713
900,-52.978
901,-52.740
902,-52.977
903,-52.784
904,-52.824
905,-52.928
906,-52.842
907,-52.855
908,-52.813
909,-52.841
910,-52.727
911,-52.759
912,-52.570
913,-52.688
914,-52.477
915,-52.513
916,-52.344
917,-52.370
918,-52.119
919,-52.253
920,-51.980
921,-52.083
922--51.823
923,-51.821
924,-51.835
925,-51.663
926,-51.668
927,-51.501
928,-51.548
929,-51.431
930,-51.376
931,-51.354
932,-51.247
933,-51.325
934,-51.194
935,-51.132
936,-51.103
937,-51.044
938,-51.045
939,-50.973
940,-50.795
941,-50.910
942,-50.891
943,-50.704
944,-50.778
945,-50.817
946,-50.621
947,-50.765
948,-50.713
949,-50.595
950,-50.840
951,-50.744
952,-50.709
953,-50.923
954,-50.936
955,-50.813
956,-51.010
957,-51.051
958,-50.930
959,-51.129
960,-51.094
961,-51.018
962,-51.074
963,-51.107
964,-50.997
965,-51.123
966,-51.024
967,-51.010
968,-51.105
969,-50.872
970,-50.975
971,-50.851
972,-50.728
973,-50.857
974,-50.625
975,-50.761
976,-50.521
977,-50.523
978,-50.591
979,-50.373
980,-50.472
981,-50.231
982,-50.315
983,-50.248
984,-50.103
985,-50.157
986,-49.945
987,-50.113
988,-49.862
989,-49.901
990,-49.784
991,-49.717
992,-49.863
993,-49.634
994,-49.800
995,-49.677
996,-49.736
997,-49.717
998,-49.620
999,-49.739
1000,-49.605
1001,-49.688


STATE,0.vs,ZZZZZ000000097CW00lWW0mbyy7oOdm05(udn8c)8crGssZ(PBzQ7Q,Z6xhKXA9He6DCk1SfkHLELTm3V0IHt8N1AGHAG5UzR(RPAMfAKfeBQ,Z0VSYvS7IcZTq3881EeXIOZMrkZdfdVdG4zbs200
STATE,1.vs,ZZZZZ000001555CW00lq1Dy4zi7Ra6CGc)0an8coi2QWoStwoZUmFU,ZeZBVLh)d9Qz8t7Fd2n9E20QmJ4bYHi)Dj)bkrvVjp)ZdzeFTYVv3y,ZHzSdn8c(mtsoMkUMVOtIO2mPe4PizxftJO1cYLKZVmZzMW1TuivFj,Z3khvFbq3VSmH0ZBcqhRlq1ymNBVfxKQLwc4T0X(MK(t(xRyohjePl,ZYALWupoYXCGmDVTjl)gVAdJDShVye6JaSZuYT4uHtxm6QrMBwGnv1,ZonrH4kW2LkzpUpJVxNH3x)w7yRLMm3luqsS3KhG5lSoDpis5svFBT,ZpvKomyR2cGvd8aC(5JA2jldcINd1FfHDhfziVVEbPt4j8m9GDwIo(,ZVZGW657BrZW2817)Q4qI2Jn56anvKjcm52eBEd0)J1Eo6J5pwiWNz,ZIJYT1dOulO523v)7ua8(wQoBFZPRsSvKxwObYBVLsmIq5wbX10cW),ZIE0VDYTeQKjvgY)9ceDmOZ3ijQ4F4AVrFsDNLYZ96mTlppl1Zk6bx,ZhS3(zZ8SQEvG1d2QgqV34sGHyKLTDOh1CboSbyfy8j0B6PvsZunPU,Z0jc4EKCJI6bzj343VCBeT9Y1xOIoPhz5E70d88vB8IDsQN(aSat5y,ZXSwNs80QrVzCSz)l0U2)ed(hnymOOL0S2cxFiBxpKGiUXwX1Rvqwq,Zvco9hewrHogP67N0wjKR8IEcKB8VfgmXp(U)z9uW3zCJyqsj6UBS6,Z)jx8jpUPNOgfKW82ppc(8LXPRL1G7I3YJmVUd77cInL6L0cJOQccw,ZyDSVMzG8LiG9G2lBSLmg0)TfCSsX(PSPCERPTJstrB8LSJA05yIiY,ZvMV8Uh0zsbzXMx540k5Q9jl5UQ7w4Ws3hPTOvkt)N2Xxs4jR6yXQb,Z61VsDXQnO7kESRw9be59qQl41GzwXsdn(IezGsrrY76lM2U3S)Kq(,Z3i(GLbauf502bw2dy4USqrniQncQlWxBaEoLvcPtVn(5nZ1PfCpXO,ZAKtZh8YxYn3ZTvUksk0G5s7YYDJ96PJengr1ZNuF)wsh4HAxX5eYD,ZRjPlhiiO7WqtkBJEVAFgpEc(Sk)Tj8XuhG3(0xCoYLJbk03T2poOH,Z1jMSJtagWwOB0HhOkJ5fpuumHY5pRHl2eKl7AEb532t5pmrlkrxIe,ZikCT)rE3j682pcVojRR2(Wl2Ia(UtVHJEe76i73wHy0wfX1JU74TJ,Zi1VnuaC1g6VhQvP3G9D7zWEGvcwuygyQeH2)ztDisZcB60zKbT89N,Zq(3J)XUAvGWcH1vuDftlxKMyOHPoaGbcgT8F78EQ0FdhkksD(sfxD,ZUAa2XaoLaZYrlyl)gxVeY02eGUR48z2AhUby2x9xSYmFfesE0eu)7,Z2MBUFe0pJF70BqYJyTa(Wfrn0HEBNnXfoWOi5VUx4P(5KyGpZPINZ,ZVf14mRjFI8uJR0X01A5HNTJGKT8ITKCUSrqH6neo471q6hUuTuHRf,ZIWdjB29D6gNmmbbGCUPSvKwohCaiDTeTpXGEy4ifcafEW9mC8aU8X,ZQLxOdxG0p1axJNGshxwoS0UF0sFxYa0FqqvDkSaRCvM(iTAuDbQRL,Zx5a5iaKH88CFLUlmU2IRv)7qBc(xhUgn55CTRg1vIJH6AbMMRoPqN,Z2SxH8aWYfTsl5lhcUQfXrcLPqrelralkUuhk0zMe1asWEUQ74nliO,ZGSfTBc6xIBZKbbueYusfSF(jS5rZtcRId8R(q4e0AQ32jiLzBnhbc,Z8(p5RV5PXwtGPfYJ(Qb1dbt((UYi4DybWRpSqBW(n7vdiEXv6)DAt,ZY)YFdaZfloV3dX8K)r5fCyvuOPVe9CdwlpWOxOACo(Jy65s)b)hZe,ZRb97vuCwZVGw3G)PJL1CunqN(wSRiBznIr6C)XR3plLabsJc0g0zQ,ZT1OGVPVb89LC1zDBnKc)Envz4WGIq064r6yrfq6hnpDGb7sZ)0zc7,Z)cuyxtt7C6ubadX4lQyEf4Cwz2OvWMBIJY7sOpRLDGCFoAnQPLnCQ,ZQMgbw85xw(duZ7wDV4pwiOJFyC2gIE4AURCpvi7IRD6LVIhFFqVWS,ZJAClYEtio2U8nvzfRqW100

